date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:56:17	9177/9177	---MCZ	200	added ('OK')	text/css	etag:%221060cdbc105515201dcc4d314ca54c72-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/jquery.mb.YTPlayer.min.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/jquery.mb.YTPlayer.min.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:18	30184/30184	---MCZ	200	added ('OK')	text/css	etag:%2272d1dbabdf8560ee3c851b6c7373bb43-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/main.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/main.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:18	5077/5077	---M-Z	200	added ('OK')	text/css	etag:%2261b5b49c9cbd5c97f4715aa1fca6bba3-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkgreen.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkgreen.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:19	255/255	---M--	200	added ('OK')	text/css	etag:%22e7910414619be45b4ca6623ecb380411-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/custom.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/custom.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:19	2045/2045	---M-Z	200	added ('OK')	text/css	etag:%22f9efc29325fbc6b795554b1114bcf267-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/customizer/main.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/customizer/main.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:20	2531/2531	---M--	200	added ('OK')	image/png	etag:%22ce7d71edc7f41e92a0d4dfcbb2941821-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/img-kitzu-logo.png	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/img-kitzu-logo.png	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:20	89470/89470	---M--	200	added ('OK')	image/jpeg	etag:%2284633ecf49a037a3e7ecd577dc1a1032-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/home.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/home.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:21	70943/70943	---M--	200	added ('OK')	image/jpeg	etag:%22fb1d9d56ecaa9f4ed641d69a915802bf-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/info-img.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/info-img.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:21	7759/7759	---M--	200	added ('OK')	image/jpeg	etag:%22cf8f1ff12ad65a463c401e5f72a2e45f-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-1.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:21	7855/7855	---M--	200	added ('OK')	image/jpeg	etag:%225ac6b9f1013c4cb1dc7924d9a0c0c038-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-2.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:22	8335/8335	---M--	200	added ('OK')	image/jpeg	etag:%22a23a3f889792568d9d3ec23015089d5f-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/client-3.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/client-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:22	32752/32752	---M--	200	added ('OK')	image/jpeg	etag:%22d9feb3099d6e963cf2c40bc1faa7d13c-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-1.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:22	28998/28998	---M--	200	added ('OK')	image/jpeg	etag:%22622c545388965c58b2d75097f32e492d-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-2.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:23	25240/25240	---M--	200	added ('OK')	image/jpeg	etag:%22ec41ddc1c5c0970149aca17a39b89121-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-3.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:23	90698/90698	---M--	200	added ('OK')	image/jpeg	etag:%22005e84d27d4ef23a9dfaea4e45e92b38-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-4.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-4.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:24	77119/77119	---M--	200	added ('OK')	image/jpeg	etag:%2277cd5ba7ef016af36e8146319a1c8bed-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-5.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-5.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:24	40208/40208	---M--	200	added ('OK')	image/jpeg	etag:%22bc6e0c6defe201dd70a07361dc58bc55-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-1.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-1.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:25	171191/171191	---M--	200	added ('OK')	image/jpeg	etag:%22cc4b8f7d8eb1d66c711378d1e1f691cc-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/item-6.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/item-6.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:25	52897/52897	---M--	200	added ('OK')	image/jpeg	etag:%227e78c91254a498bb6e6cba87d57f2543-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-2.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-2.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:25	40009/40009	---M--	200	added ('OK')	image/jpeg	etag:%22c9dc03b61a62b2155e25f20875f20ae1-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-3.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-3.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:25	44728/44728	---M--	200	added ('OK')	image/jpeg	etag:%229a4d7fe4b486923eb413390335a11219-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-4.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-4.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:26	30815/30815	---M--	200	added ('OK')	image/jpeg	etag:%227ba38a408dfa2659d34c62579b4a019e-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-5.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-5.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:26	45636/45636	---M--	200	added ('OK')	image/jpeg	etag:%228d5d35d90207c6d63f42170c3d7d77a8-ssl%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/img/post-6.jpg	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/img/post-6.jpg	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:27	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%22b2829d10fed114de0cfe03bac80b37e2-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blueviolet.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blueviolet.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:28	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%22e04077303f8a3198b6eebd036e5561ee-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-nightskyblue.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-nightskyblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:28	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%2261a9260ba26e3ba8f60b361f16ce5702-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-redpink.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-redpink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:29	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%222d363e9df94e1a5a09800117c71c834a-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blue.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-blue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:29	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2278018094e7ad16cb8f4e97af14483b6f-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-cyan.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-cyan.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:31	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22504583b1689d26e4aefac830734aa421-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkblue.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:32	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22a1604f68907eab85ef2b59f9741964fe-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkmagenta.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkmagenta.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:32	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22b214320ca99c543465c1506ed165bd7d-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkpink.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkpink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:34	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%22b4a285efa887feb80fc0352427a54dde-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkred.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkred.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:34	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%22c66fb17ffee4efaa0858baf52bde35b5-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-green.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-green.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:35	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2288fd156d141210a3abce2a55245f4195-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-indigo.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-indigo.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:36	5098/5098	---MCZ	200	added ('OK')	text/css	etag:%22d1c7ca8f4789b8b16ae68cc5c98a2750-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-orange.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-orange.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:36	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22a09ed9540b46e841b0a6935ce284adb3-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-pink.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-pink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:37	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%22689eefc4787b333a1ce0364b22daaa9b-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-purple.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-purple.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:37	5075/5075	---MCZ	200	added ('OK')	text/css	etag:%22b80e5b70e8f294c9d0bbde845338319e-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-red.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-red.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:38	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2286068b5a985f2b843ec2f1203a9509d3-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-teal.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-teal.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:39	4956/4956	---MCZ	200	added ('OK')	text/css	etag:%22571a18d72df2fac2e8f37a88108ae050-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-dark.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-dark.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:39	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%2210360055adc88ae1fb074e68436e670a-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-yellowgreen.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-yellowgreen.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:40	5085/5085	---MCZ	200	added ('OK')	text/css	etag:%22852bcf65acc810f2751438532ec7b3e9-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-tangopink.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-tangopink.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:41	5085/5085	---MCZ	200	added ('OK')	text/css	etag:%22965bbc8436193c9f1c7ed0d53fb92d2a-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-moodyblue.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-moodyblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:41	5077/5077	---MCZ	200	added ('OK')	text/css	etag:%2267d22cd1b4b87d1f8f901fc7de335d84-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-brown.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-brown.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:42	5080/5080	---MCZ	200	added ('OK')	text/css	etag:%226317cfeff0b385213322bef01d646e63-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-royalblue.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-royalblue.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:42	5098/5098	---MCZ	200	added ('OK')	text/css	etag:%226900ad6c1382fe464d49dd797367fff4-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkyellow.css	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/css/colors/main-darkyellow.css	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
09:56:43	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:%228bc6b442caad45a582f9c0f347b14ce7-ssl-df%22	https://kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.min.js	C:/Users/DELL/OneDrive%20-%20American%20University%20of%20Phnom%20Penh/Desktop/Camcyber%20Basic%20website/Portfolio%20website%20camcyber/kaleidoscopic-pie-2341a3.netlify.app/template/js/jquery.min.js	(from https://kaleidoscopic-pie-2341a3.netlify.app/template/)
